Tournament,Stage,Match Type,Player,Teams,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths,Cluster
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,Boo,Team Heretics,"astra, brimstone, omen, viper",474,1.02,173.0,0.97,76.0,113.0,0.61,0.44,0.08,0.09,29.0,20.0,14/71,21,291,301,207,37,42,Best Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,Boaster,FNATIC,"astra, brimstone, omen, viper",439,0.91,166.0,0.86,72.0,107.0,0.56,0.47,0.09,0.11,25.0,13.0,5/38,18,244,284,206,40,47,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,AtaKaptan,FUT Esports,"omen, viper",310,1.01,203.0,1.04,75.0,129.0,0.73,0.33,0.11,0.13,29.0,4.0,1/24,25,225,217,102,35,41,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,Alfajer,FNATIC,"breach, clove, cypher, iso, killjoy, viper",439,1.15,222.0,1.27,74.0,146.0,0.81,0.22,0.1,0.08,28.0,12.0,5/42,26,354,278,96,42,35,Best Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,Fit1nho,GIANTX,"breach, kayo, killjoy, omen, raze, yoru",257,0.95,178.0,0.92,68.0,122.0,0.65,0.28,0.09,0.06,32.0,15.0,4/27,29,166,181,72,22,15,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,Sayf,Team Vitality,"iso, jett, neon, raze",573,1.16,240.0,1.23,69.0,156.0,0.86,0.19,0.16,0.17,24.0,16.0,7/43,31,490,398,107,91,96,Best Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,ShadoW,KOI,"breach, fade, gekko, sova",262,0.87,162.0,0.86,71.0,105.0,0.56,0.32,0.05,0.11,19.0,17.0,4/24,19,148,173,85,14,28,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,Shao,Natus Vincere,"astra, brimstone, fade, omen, sova",285,0.9,179.0,0.82,71.0,125.0,0.63,0.32,0.08,0.07,32.0,21.0,8/39,22,179,218,91,23,19,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,tomaszy,Karmine Corp,"cypher, harbor, killjoy, neon",245,0.82,163.0,0.81,65.0,109.0,0.58,0.2,0.06,0.09,33.0,7.0,2/28,16,143,176,49,14,22,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,starxo,KOI,"breach, fade, kayo, yoru",262,0.91,162.0,0.86,70.0,106.0,0.56,0.45,0.05,0.11,21.0,15.0,4/27,18,147,171,119,14,28,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,sheydos,KOI,"cypher, killjoy, viper",262,1.2,207.0,1.34,76.0,137.0,0.77,0.19,0.07,0.05,25.0,14.0,5/36,24,202,151,50,19,14,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,sh1n,Karmine Corp,"harbor, kayo, omen, viper",245,0.93,180.0,0.88,73.0,120.0,0.64,0.38,0.09,0.07,28.0,8.0,3/40,24,158,180,94,22,17,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,runneR,Team Vitality,"cypher, killjoy, neon, viper",573,0.95,186.0,0.94,72.0,123.0,0.65,0.25,0.1,0.08,22.0,15.0,12/79,22,370,393,144,58,45,Best Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,reazy,BBL Esports,"fade, gekko, sova",207,0.78,151.0,0.77,67.0,103.0,0.53,0.27,0.06,0.03,32.0,13.0,3/24,15,110,142,55,12,7,Under Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,qRaxs,FUT Esports,"breach, gekko, kayo, sage",310,0.95,179.0,0.98,72.0,118.0,0.65,0.28,0.05,0.06,29.0,13.0,4/30,18,202,206,88,16,18,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,purp0,GIANTX,"jett, neon, raze, yoru",257,1.03,215.0,1.05,68.0,142.0,0.77,0.16,0.21,0.16,37.0,8.0,2/24,27,198,189,42,53,42,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,pAura,BBL Esports,"breach, gekko, kayo",207,0.9,161.0,0.83,66.0,106.0,0.57,0.39,0.08,0.11,34.0,11.0,3/28,18,118,142,80,17,22,Under Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,nataNk,Gentle Mates,"gekko, kayo, neon, raze, sage, sova",274,1.09,229.0,1.1,72.0,149.0,0.77,0.26,0.12,0.11,26.0,37.0,7/19,21,212,193,72,32,30,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,nAts,Team Liquid,"cypher, killjoy, viper",168,1.02,218.0,1.04,73.0,142.0,0.77,0.32,0.11,0.13,27.0,3.0,1/29,27,129,124,53,18,21,Under Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,marteen,Karmine Corp,"gekko, omen, raze, yoru",245,1.02,204.0,1.03,75.0,137.0,0.74,0.2,0.13,0.1,33.0,24.0,9/37,24,182,177,49,31,25,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,kamo,KOI,"jett, neon, raze",262,1.03,250.0,1.09,71.0,161.0,0.83,0.24,0.21,0.19,26.0,13.0,1/8,25,217,199,62,55,50,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,hoody,GIANTX,"cypher, killjoy, skye, viper",257,0.91,173.0,0.87,70.0,118.0,0.6,0.23,0.07,0.1,25.0,5.0,2/37,20,153,176,59,19,26,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,hiro,FNATIC,"cypher, fade, gekko, sova",439,1.1,194.0,1.16,71.0,127.0,0.71,0.33,0.08,0.09,31.0,26.0,12/46,30,313,269,147,34,39,Best Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,grubinho,KOI,"brimstone, omen, viper",262,1.22,214.0,1.29,75.0,133.0,0.77,0.37,0.07,0.08,33.0,6.0,2/31,27,203,157,97,18,21,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,cNed,FUT Esports,"jett, raze",310,1.04,230.0,1.07,69.0,155.0,0.78,0.15,0.18,0.15,24.0,8.0,2/24,23,243,228,48,57,46,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,beyAz,Gentle Mates,"breach, fade, kayo, sova",274,0.78,147.0,0.69,72.0,99.0,0.48,0.43,0.04,0.08,22.0,18.0,6/33,15,132,190,117,10,21,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,benjyfishy,Team Heretics,"cypher, killjoy, viper",474,1.04,185.0,1.11,70.0,125.0,0.72,0.18,0.08,0.07,38.0,18.0,12/68,30,340,306,83,38,33,Best Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,ardiis,Natus Vincere,"breach, jett, kayo, raze, yoru",285,0.94,192.0,0.92,67.0,127.0,0.69,0.26,0.14,0.13,21.0,23.0,7/30,25,198,216,75,41,37,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,Zyppan,Natus Vincere,"breach, gekko, kayo, neon, raze",285,0.89,202.0,0.88,68.0,136.0,0.7,0.33,0.09,0.14,29.0,3.0,1/29,23,199,227,93,26,40,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,Wo0t,Team Heretics,"breach, fade, gekko, iso, jett, kayo",474,1.12,221.0,1.1,77.0,143.0,0.76,0.36,0.13,0.09,36.0,16.0,5/32,26,358,324,171,60,41,Best Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,Wailers,Gentle Mates,"cypher, killjoy, omen",274,0.95,169.0,0.99,73.0,113.0,0.63,0.22,0.05,0.04,35.0,5.0,2/40,20,172,174,59,15,10,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,TakaS,Gentle Mates,"jett, neon, omen, yoru",274,0.88,195.0,0.9,65.0,128.0,0.67,0.21,0.16,0.23,24.0,24.0,4/17,23,184,205,57,45,64,Normal Perform
Champions Tour 2024: EMEA Stage 2,All Stages,All Match Types,ANGE1,Natus Vincere,"cypher, fade, gekko, omen, sova",285,0.76,160.0,0.72,65.0,108.0,0.55,0.3,0.11,0.12,31.0,7.0,2/28,21,157,219,86,30,34,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,stew,JDG Esports,"jett, neon, raze",267,0.9935252263906856,230.0,1.36,71.0,152.0,0.85,0.13,0.16,0.15,26.0,33.0,0/2,27,226,166,34,42,41,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,whzy,Bilibili Gaming,"chamber, jett, raze",370,0.9935252263906856,226.0,1.06,71.0,146.0,0.8,0.21,0.21,0.17,26.0,33.0,0/2,26,296,278,77,77,63,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,pl1xx,Wolves Esports,"fade, kayo, sage, yoru",197,0.9935252263906856,195.0,0.94,71.0,128.0,0.66,0.4,0.07,0.07,26.0,33.0,0/2,18,130,139,79,14,13,Under Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,heybay,Trace Esports,"breach, brimstone, deadlock, kayo, viper",493,0.9935252263906856,166.0,0.83,71.0,108.0,0.58,0.43,0.06,0.06,26.0,33.0,0/2,25,288,345,214,30,28,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Shion7,Dragon Ranger Gaming,"killjoy, sova",193,0.9935252263906856,182.0,0.8,71.0,127.0,0.62,0.17,0.07,0.12,26.0,33.0,0/2,19,119,148,32,13,24,Under Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,SiuFatBB,Wolves Esports,"breach, gekko, sova, viper",197,0.9935252263906856,161.0,0.98,71.0,107.0,0.58,0.35,0.04,0.04,26.0,33.0,0/2,18,114,116,68,7,8,Under Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Smoggy,EDward Gaming,"brimstone, chamber, clove, jett, omen, raze, viper",394,0.9935252263906856,201.0,1.09,71.0,135.0,0.71,0.31,0.08,0.11,26.0,33.0,0/2,21,279,257,122,33,42,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Spitfires,All Gamers,"jett, raze",263,0.9935252263906856,229.0,1.03,71.0,149.0,0.8,0.14,0.25,0.18,26.0,33.0,0/2,25,210,203,37,67,48,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Spring,Wolves Esports,"jett, killjoy, raze",197,0.9935252263906856,234.0,1.01,71.0,157.0,0.79,0.23,0.21,0.23,26.0,33.0,0/2,25,155,153,45,42,45,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,TvirusLuke,Dragon Ranger Gaming,"jett, neon",193,0.9935252263906856,226.0,0.9,71.0,147.0,0.73,0.26,0.2,0.14,26.0,33.0,0/2,24,140,156,50,38,27,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,YHchen,JDG Esports,"astra, deadlock, fade, omen",267,0.9935252263906856,203.0,1.02,71.0,128.0,0.69,0.37,0.08,0.07,26.0,33.0,0/2,19,183,179,99,21,20,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Yosemite,Bilibili Gaming,"cypher, killjoy, raze, viper",370,0.9935252263906856,206.0,0.99,71.0,140.0,0.71,0.29,0.09,0.09,26.0,33.0,0/2,31,263,265,108,32,33,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Yuicaw,Wolves Esports,"brimstone, cypher, gekko, jett",197,0.9935252263906856,254.0,1.29,71.0,168.0,0.92,0.38,0.14,0.07,26.0,33.0,0/2,28,181,140,74,27,14,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Z1yan,JDG Esports,"deadlock, kayo, omen, viper",267,0.9935252263906856,212.0,1.09,71.0,137.0,0.75,0.37,0.09,0.07,26.0,33.0,0/2,22,200,184,99,25,19,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,ZmjjKK,EDward Gaming,"jett, neon, omen, raze, yoru",394,0.9935252263906856,259.0,1.25,71.0,163.0,0.91,0.22,0.21,0.19,26.0,33.0,0/2,30,359,288,88,82,74,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Scales,TYLOO,"breach, kayo, skye, viper",249,0.9935252263906856,165.0,0.77,71.0,109.0,0.56,0.51,0.08,0.09,26.0,33.0,0/2,21,140,182,126,19,22,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,aluba,Wolves Esports,"killjoy, omen, viper",197,0.9935252263906856,189.0,1.0,71.0,122.0,0.7,0.24,0.08,0.06,26.0,33.0,0/2,23,137,137,48,15,12,Under Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,coldfish,TYLOO,"brimstone, omen, sova, viper",249,0.9935252263906856,182.0,0.93,71.0,119.0,0.65,0.31,0.08,0.05,26.0,33.0,0/2,20,161,174,77,19,12,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,deLb,All Gamers,"cypher, killjoy",263,0.9935252263906856,182.0,1.01,71.0,122.0,0.68,0.17,0.06,0.06,26.0,33.0,0/2,22,179,177,46,16,15,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,hfmi0dzjc9z7,TYLOO,"cypher, killjoy, omen, sage, skye, sova",249,0.9935252263906856,186.0,0.93,71.0,131.0,0.65,0.23,0.07,0.11,26.0,33.0,0/2,22,163,176,58,17,27,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,jkuro,JDG Esports,"cypher, killjoy",267,0.9935252263906856,176.0,0.86,71.0,120.0,0.62,0.23,0.12,0.1,26.0,33.0,0/2,22,166,192,61,31,28,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,kawaii,Titan Esports Club,"cypher, killjoy",92,0.9935252263906856,173.0,0.86,71.0,121.0,0.61,0.17,0.07,0.07,26.0,33.0,0/2,18,56,65,16,6,6,Under Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,monk,All Gamers,"breach, deadlock, kayo",263,0.9935252263906856,194.0,0.88,71.0,126.0,0.66,0.51,0.07,0.05,26.0,33.0,0/2,22,173,196,133,18,13,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,nephh,Bilibili Gaming,"breach, fade, gekko, kayo, skye, sova",370,0.9935252263906856,202.0,0.97,71.0,128.0,0.7,0.46,0.09,0.07,26.0,33.0,0/2,23,259,266,170,33,26,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,nizhaoTZH,Dragon Ranger Gaming,"omen, viper",193,0.9935252263906856,155.0,0.78,71.0,103.0,0.54,0.47,0.04,0.08,26.0,33.0,0/2,20,105,135,91,8,15,Under Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,nobody,EDward Gaming,"fade, gekko, skye, sova",394,0.9935252263906856,203.0,0.99,71.0,136.0,0.7,0.32,0.1,0.11,26.0,33.0,0/2,21,274,278,128,38,42,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,o0o0o,Nova Esports,"breach, kayo, viper",230,0.9935252263906856,159.0,0.73,71.0,107.0,0.54,0.46,0.06,0.09,26.0,33.0,0/2,20,124,169,105,14,21,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,vo0kashu,Dragon Ranger Gaming,"cypher, omen, sova",193,0.9935252263906856,252.0,1.33,71.0,163.0,0.93,0.27,0.15,0.06,26.0,33.0,0/2,30,180,135,52,28,12,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,bunt,All Gamers,"omen, viper",263,0.9935252263906856,182.0,0.96,71.0,118.0,0.65,0.34,0.09,0.07,26.0,33.0,0/2,20,171,179,90,23,18,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,SWERL,Nova Esports,"jett, raze",230,0.9935252263906856,223.0,0.97,71.0,144.0,0.77,0.16,0.13,0.19,26.0,33.0,0/2,22,176,182,36,30,44,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Viva,JDG Esports,"breach, gekko, sova, viper",267,0.9935252263906856,218.0,1.31,71.0,140.0,0.77,0.28,0.09,0.06,26.0,33.0,0/2,21,206,157,76,25,15,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Rb,Titan Esports Club,"harbor, kayo, killjoy, neon, raze",269,0.9935252263906856,228.0,0.99,71.0,147.0,0.78,0.23,0.13,0.18,26.0,33.0,0/2,30,211,214,63,35,49,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,sword9,All Gamers,"fade, gekko, sova",263,0.9935252263906856,186.0,0.92,71.0,120.0,0.64,0.26,0.06,0.11,26.0,33.0,0/2,18,169,184,68,15,29,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,AAAAY,FunPlus Phoenix,"breach, fade, gekko, kayo, sova",599,0.9935252263906856,192.0,1.03,71.0,130.0,0.7,0.32,0.06,0.06,26.0,33.0,0/2,23,417,404,192,33,34,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,AAK,TYLOO,viper,40,0.9935252263906856,162.0,0.68,71.0,109.0,0.53,0.18,0.05,0.13,26.0,33.0,0/2,14,21,31,7,2,5,Under Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,AC,Titan Esports Club,"brimstone, omen, viper",269,0.9935252263906856,210.0,1.08,71.0,133.0,0.74,0.43,0.06,0.07,26.0,33.0,0/2,21,199,185,117,16,19,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Abo,Titan Esports Club,"chamber, cypher, fade, jett, viper",269,0.9935252263906856,212.0,1.07,71.0,142.0,0.77,0.19,0.16,0.17,26.0,33.0,0/2,28,208,194,52,42,46,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,S1Mon,EDward Gaming,"breach, fade, gekko, kayo",328,0.9935252263906856,173.0,1.0,71.0,116.0,0.64,0.41,0.04,0.05,26.0,33.0,0/2,20,210,211,135,13,16,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,B1ack,Titan Esports Club,"breach, kayo, skye",177,0.9935252263906856,194.0,1.02,71.0,118.0,0.68,0.41,0.07,0.06,26.0,33.0,0/2,19,121,119,73,12,11,Under Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,BerLIN,FunPlus Phoenix,"astra, kayo, omen, sova, viper",599,0.9935252263906856,187.0,0.89,71.0,125.0,0.63,0.39,0.08,0.11,26.0,33.0,0/2,19,375,421,236,50,66,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Biank,Trace Esports,"fade, kayo, skye, sova",493,0.9935252263906856,199.0,0.93,71.0,126.0,0.68,0.31,0.1,0.12,26.0,33.0,0/2,22,333,359,155,48,57,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,CB,Nova Esports,"fade, gekko, phoenix, skye, sova",230,0.9935252263906856,187.0,0.95,71.0,130.0,0.66,0.32,0.07,0.12,26.0,33.0,0/2,26,151,159,74,16,27,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,CHICHOO,EDward Gaming,"brimstone, cypher, killjoy, omen, viper",394,0.9935252263906856,204.0,1.16,71.0,132.0,0.75,0.28,0.05,0.06,26.0,33.0,0/2,21,295,254,110,19,23,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Eren,TYLOO,"cypher, gekko, killjoy, neon, viper",209,0.9935252263906856,195.0,0.96,71.0,132.0,0.72,0.19,0.06,0.1,26.0,33.0,0/2,21,150,157,40,13,21,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ezeir,Nova Esports,"astra, omen, viper",230,0.9935252263906856,184.0,0.93,71.0,118.0,0.64,0.35,0.05,0.09,26.0,33.0,0/2,21,147,158,81,12,20,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Autumn,FunPlus Phoenix,"clove, cypher, kayo, viper, yoru",599,0.9935252263906856,202.0,1.02,71.0,135.0,0.72,0.25,0.1,0.06,26.0,33.0,0/2,28,430,420,149,59,36,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Flex1n,Bilibili Gaming,"brimstone, harbor, omen, viper",370,0.9935252263906856,187.0,1.05,71.0,118.0,0.65,0.5,0.06,0.08,26.0,33.0,0/2,23,241,229,185,22,31,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,FengF,Trace Esports,"killjoy, raze",493,0.9935252263906856,217.0,1.09,71.0,150.0,0.77,0.18,0.14,0.12,26.0,33.0,0/2,30,382,350,91,69,61,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Ninebody,TYLOO,"brimstone, gekko, jett, raze",249,0.9935252263906856,252.0,1.19,71.0,165.0,0.87,0.24,0.21,0.15,26.0,33.0,0/2,26,217,183,59,53,37,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Nicc,Dragon Ranger Gaming,"breach, fade, kayo",193,0.9935252263906856,172.0,0.84,71.0,116.0,0.59,0.49,0.04,0.11,26.0,33.0,0/2,18,114,136,94,7,21,Under Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Lysoar,FunPlus Phoenix,"brimstone, cypher, killjoy, omen",599,0.9935252263906856,197.0,1.03,71.0,129.0,0.68,0.37,0.05,0.05,26.0,33.0,0/2,25,408,398,220,32,30,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,LockM,Titan Esports Club,"breach, brimstone, fade, sova, viper",269,0.9935252263906856,163.0,0.83,71.0,111.0,0.56,0.32,0.04,0.06,26.0,33.0,0/2,20,150,180,86,10,16,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Life,FunPlus Phoenix,"jett, raze, yoru",599,0.9935252263906856,218.0,1.0,71.0,136.0,0.75,0.14,0.22,0.22,26.0,33.0,0/2,26,450,449,82,129,130,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,LuoK1ng,Trace Esports,"brimstone, omen, viper",493,0.9935252263906856,179.0,0.91,71.0,113.0,0.64,0.38,0.06,0.07,26.0,33.0,0/2,22,316,348,185,29,34,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Kai,Trace Esports,"cypher, jett, killjoy, yoru",493,0.9935252263906856,220.0,1.12,71.0,142.0,0.81,0.19,0.15,0.13,26.0,33.0,0/2,28,399,355,94,75,62,Best Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Haodong,EDward Gaming,"cypher, fade, kayo",66,0.9935252263906856,123.0,0.53,71.0,82.0,0.39,0.38,0.06,0.12,26.0,33.0,0/2,11,26,49,25,4,8,Under Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,GuanG,Nova Esports,"chamber, cypher, gekko, killjoy, sage",230,0.9935252263906856,209.0,1.1,71.0,146.0,0.78,0.23,0.13,0.08,26.0,33.0,0/2,28,179,162,52,30,18,Normal Perform
Champions Tour 2024: China Stage 2,All Stages,All Match Types,Knight,Bilibili Gaming,"breach, cypher, killjoy, sage, sova",370,0.9935252263906856,198.0,1.0,71.0,132.0,0.68,0.41,0.07,0.07,26.0,33.0,0/2,23,251,252,150,26,27,Normal Perform
Valorant Champions 2024,All Stages,All Match Types,heat,KRÜ Esports,"breach, fade, gekko, sova",156,1.03,191.0,1.09,74.0,123.0,0.73,0.26,0.06,0.04,33.0,9.0,2/23,21,114,105,40,10,7,Under Perform
Valorant Champions 2024,All Stages,All Match Types,cNed,FUT Esports,"jett, raze",88,0.99,222.0,0.99,67.0,151.0,0.77,0.13,0.18,0.14,25.0,33.0,0/8,21,68,69,11,16,12,Under Perform
Valorant Champions 2024,All Stages,All Match Types,heybay,Trace Esports,"breach, deadlock, kayo, viper",208,0.86,163.0,0.79,74.0,109.0,0.56,0.4,0.06,0.08,25.0,9.0,2/22,20,117,148,84,13,16,Under Perform
Valorant Champions 2024,All Stages,All Match Types,f0rsakeN,Paper Rex,"breach, cypher, fade, kayo, sova",140,0.95,182.0,0.93,68.0,122.0,0.67,0.3,0.05,0.11,37.0,19.0,4/21,21,94,101,42,7,16,Under Perform
Valorant Champions 2024,All Stages,All Match Types,d4v41,Paper Rex,"fade, killjoy, sage, skye, viper",140,0.93,181.0,0.87,72.0,125.0,0.64,0.27,0.05,0.07,32.0,20.0,4/20,19,89,102,38,7,10,Under Perform
Valorant Champions 2024,All Stages,All Match Types,ceNder,Team Vitality,"omen, viper",151,0.88,167.0,0.9,68.0,108.0,0.64,0.32,0.07,0.15,29.0,7.0,1/15,19,96,107,48,10,23,Under Perform
Valorant Champions 2024,All Stages,All Match Types,benjyfishy,Team Heretics,"cypher, killjoy, viper",552,0.96,190.0,1.02,69.0,128.0,0.7,0.18,0.08,0.12,36.0,16.0,9/58,24,388,380,99,46,65,Best Perform
Valorant Champions 2024,All Stages,All Match Types,Wo0t,Team Heretics,"breach, fade, gekko, kayo, omen, skye",552,0.99,190.0,0.97,75.0,124.0,0.66,0.39,0.07,0.09,36.0,18.0,9/51,25,363,376,213,39,49,Best Perform
Valorant Champions 2024,All Stages,All Match Types,aspas,LEVIATÁN,"jett, neon, raze",407,1.14,220.0,1.19,74.0,147.0,0.8,0.17,0.15,0.1,28.0,16.0,7/45,29,326,274,68,61,42,Best Perform
Valorant Champions 2024,All Stages,All Match Types,ZmjjKK,EDward Gaming,"jett, neon, raze",449,1.1,251.0,1.2,69.0,161.0,0.88,0.21,0.23,0.19,24.0,17.0,4/23,28,394,329,95,105,85,Best Perform
Valorant Champions 2024,All Stages,All Match Types,Zellsis,Sentinels,"breach, brimstone, cypher, kayo, killjoy",361,0.98,175.0,0.93,73.0,112.0,0.61,0.41,0.07,0.09,23.0,14.0,7/51,22,220,236,149,24,34,Normal Perform
Valorant Champions 2024,All Stages,All Match Types,Yosemite,Bilibili Gaming,"cypher, killjoy, viper",78,0.61,127.0,0.52,55.0,85.0,0.4,0.23,0.05,0.1,25.0,33.0,0/13,12,31,60,18,4,8,Under Perform
